;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
3635;Musikschule;-2341032.75;802016325;0.0;0.0;04 Kultur und Wissenschaft;141700405;minus;2015
3636;Musikschule;0.0;98763263;-2219592.5;-2201586.0;04 Kultur und Wissenschaft;141700405;minus;2015
3637;Musikschule;0.0;1709878460;6173023.5;0.0;04 Kultur und Wissenschaft;141700405;plus;2015
3638;Musikschule;5699166.5;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141700405;plus;2015
3639;Volkshochschule;0.0;1619741557;3997490.0;3994916.0;04 Kultur und Wissenschaft;141800404;plus;2015
3640;Volkshochschule;-2333978.0;1343590442;0.0;0.0;04 Kultur und Wissenschaft;141800404;minus;2015
3641;Volkshochschule;0.0;192367663;-2323638.5;-2303282.25;04 Kultur und Wissenschaft;141800404;minus;2015
3642;Volkshochschule;3947032.5;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141800404;plus;2015
3643;Theater;-1374906.25;188980566;0.0;0.0;04 Kultur und Wissenschaft;141900411;minus;2015
3644;Theater;0.0;448800;-16000.0;-16000.0;04 Kultur und Wissenschaft;141900411;minus;2015
3645;Theater;0.0;96154943;30902452.0;31142782.0;04 Kultur und Wissenschaft;141900411;plus;2015
3646;Theater;32315954.0;1043571763;0.0;0.0;04 Kultur und Wissenschaft;141900411;plus;2015
3647;Produktbereichsübergreifend;0.0;1692000952;-1131021.125;-1137414.0;00;150000000;minus;2015
3648;Produktbereichsübergreifend;-1167172.375;-2147483648;0.0;0.0;00;150000000;minus;2015
3649;Produktbereichsübergreifend;1167172.375;-2147483648;0.0;0.0;00;150000000;plus;2015
3650;Produktbereichsübergreifend;0.0;1692000952;1131021.125;1137414.0;00;150000000;plus;2015
3651;Grundsicherungsleistungen nach d. SGB II;0.0;191933507;0.0;-29620708.0;05 Soziale Leistungen;150000501;minus;2015
3652;Grundsicherungsleistungen nach d. SGB II;-35900864.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000501;minus;2015
3653;Grundsicherungsleistungen nach d. SGB II;0.0;1709389987;88847752.0;90400712.0;05 Soziale Leistungen;150000501;plus;2015
3654;Grundsicherungsleistungen nach d. SGB II;0.0;97933504;-28955428.0;0.0;05 Soziale Leistungen;150000501;minus;2015
3655;Grundsicherungsleistungen nach d. SGB II;94069152.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000501;plus;2015
3656;Grundversorgung u.Leistungen n.d.SGB XII;91137728.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000502;plus;2015
3657;Grundversorgung u.Leistungen n.d.SGB XII;0.0;6920560;-41278112.0;0.0;05 Soziale Leistungen;150000502;minus;2015
3658;Grundversorgung u.Leistungen n.d.SGB XII;0.0;1713050018;90693264.0;91227944.0;05 Soziale Leistungen;150000502;plus;2015
3659;Grundversorgung u.Leistungen n.d.SGB XII;0.0;100920563;0.0;-41245172.0;05 Soziale Leistungen;150000502;minus;2015
3660;Grundversorgung u.Leistungen n.d.SGB XII;-41021756.0;825272377;0.0;0.0;05 Soziale Leistungen;150000502;minus;2015
3661;Leistungen nach dem AsylbLG;0.0;1709370527;13001187.0;10687785.0;05 Soziale Leistungen;150000503;plus;2015
3662;Leistungen nach dem AsylbLG;0.0;3069590;0.0;-1978009.375;05 Soziale Leistungen;150000503;minus;2015
3663;Leistungen nach dem AsylbLG;-14707552.0;693818458;0.0;0.0;05 Soziale Leistungen;150000503;minus;2015
3664;Leistungen nach dem AsylbLG;0.0;3485700;-4583009.0;0.0;05 Soziale Leistungen;150000503;minus;2015
3665;Leistungen nach dem AsylbLG;16154914.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000503;plus;2015
3666;Soziale Einrichtungen;0.0;1710961215;2057595.0;0.0;05 Soziale Leistungen;150000504;plus;2015
3667;Soziale Einrichtungen;0.0;4336570;-282169.96875;0.0;05 Soziale Leistungen;150000504;minus;2015
3668;Soziale Einrichtungen;-197992.203125;500413335;0.0;0.0;05 Soziale Leistungen;150000504;minus;2015
3669;Soziale Einrichtungen;0.0;1710390083;0.0;2063546.875;05 Soziale Leistungen;150000504;plus;2015
3670;Soziale Einrichtungen;1605027.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000504;plus;2015
3671;Soziale Einrichtungen;0.0;3920460;0.0;-279835.03125;05 Soziale Leistungen;150000504;minus;2015
3672;Leistungen nach dem BVG;4.0;752000048;0.0;0.0;05 Soziale Leistungen;150000505;plus;2015
3673;Leistungen nach dem BVG;-4.0;376000024;0.0;0.0;05 Soziale Leistungen;150000505;minus;2015
3674;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;-428876.65625;670247478;0.0;0.0;05 Soziale Leistungen;150000506;minus;2015
3675;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;0.0;1612161582;6367170.0;6555542.5;05 Soziale Leistungen;150000506;plus;2015
3676;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;0.0;2200370;0.0;-343364.1875;05 Soziale Leistungen;150000506;minus;2015
3677;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;0.0;2616480;-343459.375;0.0;05 Soziale Leistungen;150000506;minus;2015
3678;Förd.Träg.Wohlf.pfl.,Vereine,sonst.Träg.;6089788.5;-2147483648;0.0;0.0;05 Soziale Leistungen;150000506;plus;2015
3679;Unterhaltsvorschussleistungen;0.0;97975894;-2582420.75;0.0;05 Soziale Leistungen;150000507;minus;2015
3680;Unterhaltsvorschussleistungen;5690270.5;-2147483648;0.0;0.0;05 Soziale Leistungen;150000507;plus;2015
3681;Unterhaltsvorschussleistungen;0.0;1707750197;5326345.5;5144767.5;05 Soziale Leistungen;150000507;plus;2015
3682;Unterhaltsvorschussleistungen;0.0;97559784;0.0;-2482395.75;05 Soziale Leistungen;150000507;minus;2015
3683;Unterhaltsvorschussleistungen;-3186210.5;985894231;0.0;0.0;05 Soziale Leistungen;150000507;minus;2015
3684;Betreuungsleistungen;0.0;2663430;0.0;-5945.04003906;05 Soziale Leistungen;150000508;minus;2015
3685;Betreuungsleistungen;0.0;3079540;-5979.95996094;0.0;05 Soziale Leistungen;150000508;minus;2015
3686;Betreuungsleistungen;-33416.2109375;583038375;0.0;0.0;05 Soziale Leistungen;150000508;minus;2015
3687;Betreuungsleistungen;0.0;1706676827;907598.0;913322.6875;05 Soziale Leistungen;150000508;plus;2015
3688;Betreuungsleistungen;997716.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000508;plus;2015
3689;Sonstige soziale Hilfen und Leistungen;11487411.0;-2147483648;0.0;0.0;05 Soziale Leistungen;150000510;plus;2015
3690;Sonstige soziale Hilfen und Leistungen;0.0;98795242;0.0;-3649590.5;05 Soziale Leistungen;150000510;minus;2015
3691;Sonstige soziale Hilfen und Leistungen;0.0;1898449595;0.0;10241820.0;05 Soziale Leistungen;150000510;plus;2015
3692;Sonstige soziale Hilfen und Leistungen;0.0;1899020727;10925209.0;0.0;05 Soziale Leistungen;150000510;plus;2015
3693;Sonstige soziale Hilfen und Leistungen;-5979534.5;-2147483648;0.0;0.0;05 Soziale Leistungen;150000510;minus;2015
3694;Sonstige soziale Hilfen und Leistungen;0.0;99211342;-5057778.5;0.0;05 Soziale Leistungen;150000510;minus;2015
3695;Schwerbehindertenrecht nach SGB IX;0.0;97064784;-1968428.625;0.0;05 Soziale Leistungen;150000511;minus;2015
3696;Schwerbehindertenrecht nach SGB IX;2864151.5;-2147483648;0.0;0.0;05 Soziale Leistungen;150000511;plus;2015
3697;Schwerbehindertenrecht nach SGB IX;0.0;96648674;0.0;-1968402.5;05 Soziale Leistungen;150000511;minus;2015
3698;Schwerbehindertenrecht nach SGB IX;0.0;1707226177;2633098.0;2664593.25;05 Soziale Leistungen;150000511;plus;2015
3699;Schwerbehindertenrecht nach SGB IX;-2286959.0;963717881;0.0;0.0;05 Soziale Leistungen;150000511;minus;2015
3700;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;0.0;5248550;-1122950.875;0.0;10 Bauen und Wohnen;150001005;minus;2015
3701;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;9904453.0;-2147483648;0.0;0.0;10 Bauen und Wohnen;150001005;plus;2015
3702;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;0.0;4832380;0.0;-890905.0;10 Bauen und Wohnen;150001005;minus;2015
3703;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;0.0;1715201740;8256839.0;8234941.5;10 Bauen und Wohnen;150001005;plus;2015
3704;Wohnr.sich.,-vers./Hilfe Wohn.losigkeit;-2791370.25;1080946430;0.0;0.0;10 Bauen und Wohnen;150001005;minus;2015
3705;Stiftung Bonner Altenhilfe;0.0;1829020;-107290.0;-107150.0;17 Stiftungen;150001708;minus;2015
3706;Stiftung Bonner Altenhilfe;-78981.796875;11410800;0.0;0.0;17 Stiftungen;150001708;minus;2015
3707;Stiftung Bonner Altenhilfe;0.0;3755571;0.0;107150.0;17 Stiftungen;150001708;plus;2015
3708;Stiftung Bonner Altenhilfe;0.0;4336672;107290.0;0.0;17 Stiftungen;150001708;plus;2015
3709;Stiftung Bonner Altenhilfe;78981.796875;8025701;0.0;0.0;17 Stiftungen;150001708;plus;2015
3710;Stiftung Paula Flerus;0.0;1829010;-17782.6308594;-17782.6308594;17 Stiftungen;150001709;minus;2015
3711;Stiftung Paula Flerus;-18595.1894531;6627942;0.0;0.0;17 Stiftungen;150001709;minus;2015
3712;Stiftung Paula Flerus;0.0;5995248;17782.6308594;0.0;17 Stiftungen;150001709;plus;2015
3713;Stiftung Paula Flerus;18595.1894531;29540978;0.0;0.0;17 Stiftungen;150001709;plus;2015
3714;Stiftung Paula Flerus;0.0;5938306;0.0;17782.6308594;17 Stiftungen;150001709;plus;2015
3715;Stiftung St.-Albertus-Magnus-Heim;150.0;531800;150.0;150.0;17 Stiftungen;150001710;plus;2015
3716;Stiftung St.-Albertus-Magnus-Heim;-150.0;4612410;0.0;0.0;17 Stiftungen;150001710;minus;2015
3717;Stiftung St.-Albertus-Magnus-Heim;0.0;930810;-150.0;-150.0;17 Stiftungen;150001710;minus;2015
3718;Stiftung Wilhelmine-Lübke-Heim;0.0;1387920;-1000.0;-1000.0;17 Stiftungen;150001711;minus;2015
3719;Stiftung Wilhelmine-Lübke-Heim;1000.0;531800;1000.0;1000.0;17 Stiftungen;150001711;plus;2015
3720;Stiftung Wilhelmine-Lübke-Heim;-1000.0;5081600;0.0;0.0;17 Stiftungen;150001711;minus;2015
3721;Stiftung Wilhelm-Augusta-Stift;0.0;1079200;98395.0;98395.0;17 Stiftungen;150001712;plus;2015
3722;Stiftung Wilhelm-Augusta-Stift;-114841.484375;5506690;0.0;0.0;17 Stiftungen;150001712;minus;2015
3723;Stiftung Wilhelm-Augusta-Stift;114841.476562;4270000;0.0;0.0;17 Stiftungen;150001712;plus;2015
3724;Stiftung Wilhelm-Augusta-Stift;0.0;1371910;-98395.0;-98395.0;17 Stiftungen;150001712;minus;2015
3725;Stiftung Konvente St. Aegidius/St. Jakob;-290543.15625;12784302;0.0;0.0;17 Stiftungen;150001713;minus;2015
3726;Stiftung Konvente St. Aegidius/St. Jakob;0.0;2294110;-324079.6875;-324079.6875;17 Stiftungen;150001713;minus;2015
3727;Stiftung Konvente St. Aegidius/St. Jakob;0.0;7037428;324079.6875;0.0;17 Stiftungen;150001713;plus;2015
3728;Stiftung Konvente St. Aegidius/St. Jakob;0.0;6980486;0.0;324079.6875;17 Stiftungen;150001713;plus;2015
3729;Stiftung Konvente St. Aegidius/St. Jakob;290543.15625;44834698;0.0;0.0;17 Stiftungen;150001713;plus;2015
3730;Stiftung Johann Gabriel Adrian;0.0;531800;570.0;570.0;17 Stiftungen;150001714;plus;2015
3731;Stiftung Johann Gabriel Adrian;-6221.73974609;4518610;0.0;0.0;17 Stiftungen;150001714;minus;2015
3732;Stiftung Johann Gabriel Adrian;0.0;930810;-570.0;-570.0;17 Stiftungen;150001714;minus;2015
3733;Stiftung Johann Gabriel Adrian;6221.74023438;1079200;0.0;0.0;17 Stiftungen;150001714;plus;2015
3734;Stiftung Max Becker;0.0;930810;-48.0;-48.0;17 Stiftungen;150001715;minus;2015
3735;Stiftung Max Becker;-48.0;3689010;0.0;0.0;17 Stiftungen;150001715;minus;2015
3736;Stiftung Max Becker;48.0;531800;48.0;48.0;17 Stiftungen;150001715;plus;2015
3737;Stiftung Arme im Allgemeinen;111641.570312;36415990;0.0;0.0;17 Stiftungen;150001716;plus;2015
3738;Stiftung Arme im Allgemeinen;-111641.570312;13975862;0.0;0.0;17 Stiftungen;150001716;minus;2015
3739;Stiftung Arme im Allgemeinen;0.0;2294110;-109566.429688;-109566.429688;17 Stiftungen;150001716;minus;2015
3740;Stiftung Arme im Allgemeinen;0.0;6980486;0.0;109566.429688;17 Stiftungen;150001716;plus;2015
3741;Stiftung Arme im Allgemeinen;0.0;7037428;109566.429688;0.0;17 Stiftungen;150001716;plus;2015
3742;Stiftung Franz Xaver Joseph Lohé;57411.5703125;30012780;0.0;0.0;17 Stiftungen;150001717;plus;2015
3743;Stiftung Franz Xaver Joseph Lohé;-57411.5703125;10914950;0.0;0.0;17 Stiftungen;150001717;minus;2015
3744;Stiftung Franz Xaver Joseph Lohé;0.0;2286120;-27754.1308594;-27794.1308594;17 Stiftungen;150001717;minus;2015
3745;Stiftung Franz Xaver Joseph Lohé;0.0;5899096;0.0;27794.1308594;17 Stiftungen;150001717;plus;2015
3746;Stiftung Franz Xaver Joseph Lohé;0.0;5956038;27754.1308594;0.0;17 Stiftungen;150001717;plus;2015
3747;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880000992;-2584151.75;-2587326.25;06 Kinder, Jugend und Familie;151000600;minus;2015
3748;PB06 Kinder-, Jugend- und Familienhilfe;-1322545.125;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000600;minus;2015
3749;PB06 Kinder-, Jugend- und Familienhilfe;1322545.125;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000600;plus;2015
3750;PB06 Kinder-, Jugend- und Familienhilfe;0.0;1880000992;2584151.75;2587326.25;06 Kinder, Jugend und Familie;151000600;plus;2015
3751;Förd. v. Kindern in Tagespflege;0.0;1800698842;0.0;10045557.0;06 Kinder, Jugend und Familie;151000601;plus;2015
3752;Förd. v. Kindern in Tagespflege;-3312666.75;418626657;0.0;0.0;06 Kinder, Jugend und Familie;151000601;minus;2015
3753;Förd. v. Kindern in Tagespflege;10596197.0;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000601;plus;2015
3754;Förd. v. Kindern in Tagespflege;0.0;3543140;-2476920.25;-2476378.25;06 Kinder, Jugend und Familie;151000601;minus;2015
3755;Förd. v. Kindern in Tagespflege;0.0;1801269974;10002928.0;0.0;06 Kinder, Jugend und Familie;151000601;plus;2015
3756;Tageseinrichtungen für Kinder;0.0;6166140;0.0;-64890112.0;06 Kinder, Jugend und Familie;151000602;minus;2015
3757;Tageseinrichtungen für Kinder;0.0;1897851893;0.0;106680392.0;06 Kinder, Jugend und Familie;151000602;plus;2015
3758;Tageseinrichtungen für Kinder;0.0;6582240;-64376576.0;0.0;06 Kinder, Jugend und Familie;151000602;minus;2015
3759;Tageseinrichtungen für Kinder;0.0;1898974125;106493832.0;0.0;06 Kinder, Jugend und Familie;151000602;plus;2015
3760;Tageseinrichtungen für Kinder;109802088.0;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000602;plus;2015
3761;Tageseinrichtungen für Kinder;-69641768.0;546093136;0.0;0.0;06 Kinder, Jugend und Familie;151000602;minus;2015
3762;Jugendarbeit;0.0;3110940;-24184.4199219;-24045.6308594;06 Kinder, Jugend und Familie;151000603;minus;2015
3763;Jugendarbeit;0.0;1802290923;0.0;1200194.125;06 Kinder, Jugend und Familie;151000603;plus;2015
3764;Jugendarbeit;0.0;1802862055;1203353.375;0.0;06 Kinder, Jugend und Familie;151000603;plus;2015
3765;Jugendarbeit;1021638.625;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000603;plus;2015
3766;Jugendarbeit;-51184.9804688;508699457;0.0;0.0;06 Kinder, Jugend und Familie;151000603;minus;2015
3767;Einrichtung der Jugendarbeit;0.0;1901232407;6805674.5;6825939.5;06 Kinder, Jugend und Familie;151000604;plus;2015
3768;Einrichtung der Jugendarbeit;-867748.375;623446619;0.0;0.0;06 Kinder, Jugend und Familie;151000604;minus;2015
3769;Einrichtung der Jugendarbeit;6561962.0;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000604;plus;2015
3770;Einrichtung der Jugendarbeit;0.0;5692490;-790381.875;-755668.0625;06 Kinder, Jugend und Familie;151000604;minus;2015
3771;Sonst. Leist. z. Förd. j. Menschen u.Fam;-6958493.5;553321216;0.0;0.0;06 Kinder, Jugend und Familie;151000605;minus;2015
3772;Sonst. Leist. z. Förd. j. Menschen u.Fam;65668348.0;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000605;plus;2015
3773;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;7363260;-3869111.0;-3867784.5;06 Kinder, Jugend und Familie;151000605;minus;2015
3774;Sonst. Leist. z. Förd. j. Menschen u.Fam;0.0;1897894090;61923772.0;62211660.0;06 Kinder, Jugend und Familie;151000605;plus;2015
3775;Sonst. Einr. f. j. Menschen u. Familien;-146143.625;512761626;0.0;0.0;06 Kinder, Jugend und Familie;151000606;minus;2015
3776;Sonst. Einr. f. j. Menschen u. Familien;0.0;1899024834;2084319.375;0.0;06 Kinder, Jugend und Familie;151000606;plus;2015
3777;Sonst. Einr. f. j. Menschen u. Familien;2052137.25;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000606;plus;2015
3778;Sonst. Einr. f. j. Menschen u. Familien;0.0;4018740;-89896.4375;-83351.15625;06 Kinder, Jugend und Familie;151000606;minus;2015
3779;Sonst. Einr. f. j. Menschen u. Familien;0.0;1898453702;0.0;2095274.5;06 Kinder, Jugend und Familie;151000606;plus;2015
3780;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;96696844;-110670.882812;-110632.359375;06 Kinder, Jugend und Familie;151000608;minus;2015
3781;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;1800205054;385995.5625;0.0;06 Kinder, Jugend und Familie;151000608;plus;2015
3782;Bundeselterng/ElternzeitG/Betreuungsg.;0.0;1799633922;0.0;386431.0625;06 Kinder, Jugend und Familie;151000608;plus;2015
3783;Bundeselterng/ElternzeitG/Betreuungsg.;-174345.796875;872412062;0.0;0.0;06 Kinder, Jugend und Familie;151000608;minus;2015
3784;Bundeselterng/ElternzeitG/Betreuungsg.;481599.5;-2147483648;0.0;0.0;06 Kinder, Jugend und Familie;151000608;plus;2015
3785;PB08 Sportförderung;-174653.59375;-2147483648;0.0;0.0;08 Sportförderung;152000800;minus;2015
3786;PB08 Sportförderung;0.0;1222000615;-208722.859375;-210549.96875;08 Sportförderung;152000800;minus;2015
3787;PB08 Sportförderung;0.0;1222000615;208722.859375;210549.96875;08 Sportförderung;152000800;plus;2015
3788;PB08 Sportförderung;174653.59375;-2147483648;0.0;0.0;08 Sportförderung;152000800;plus;2015
3789;Bereitstellung u. Betrieb v.Sportanlagen;8225681.0;-2147483648;0.0;0.0;08 Sportförderung;152000801;plus;2015
3790;Bereitstellung u. Betrieb v.Sportanlagen;0.0;1717033209;8133972.5;0.0;08 Sportförderung;152000801;plus;2015
3791;Bereitstellung u. Betrieb v.Sportanlagen;0.0;284638447;0.0;-1331040.125;08 Sportförderung;152000801;minus;2015
3792;Bereitstellung u. Betrieb v.Sportanlagen;0.0;1716444467;0.0;8022890.5;08 Sportförderung;152000801;plus;2015
3793;Bereitstellung u. Betrieb v.Sportanlagen;0.0;285054627;-1858792.5;0.0;08 Sportförderung;152000801;minus;2015
3794;Bereitstellung u. Betrieb v.Sportanlagen;-1632663.25;1257509043;0.0;0.0;08 Sportförderung;152000801;minus;2015
3795;Sportförderung;0.0;1335723239;2634619.75;0.0;08 Sportförderung;152000802;plus;2015
3796;Sportförderung;-50770.4101562;394793987;0.0;0.0;08 Sportförderung;152000802;minus;2015
3797;Sportförderung;1745058.25;-2147483648;0.0;0.0;08 Sportförderung;152000802;plus;2015
3798;Sportförderung;0.0;1335121197;0.0;2630128.25;08 Sportförderung;152000802;plus;2015
3799;Sportförderung;0.0;1781240;-21474.3203125;-15570.9101562;08 Sportförderung;152000802;minus;2015
3800;Bereitstellung und Betrieb von Bädern;0.0;1715852159;0.0;8567282.0;08 Sportförderung;152000803;plus;2015
3801;Bereitstellung und Betrieb von Bädern;9201707.0;-2147483648;0.0;0.0;08 Sportförderung;152000803;plus;2015
3802;Bereitstellung und Betrieb von Bädern;-2793607.0;532934739;0.0;0.0;08 Sportförderung;152000803;minus;2015
3803;Bereitstellung und Betrieb von Bädern;0.0;1715909101;9402121.0;0.0;08 Sportförderung;152000803;plus;2015
3804;Bereitstellung und Betrieb von Bädern;0.0;100978370;-3472484.25;-2752537.75;08 Sportförderung;152000803;minus;2015
3805;PB07 Gesundheitsdienste;0.0;1598000937;-336187.21875;-338531.125;07 Gesundheitsdienste;153000700;minus;2015
3806;PB07 Gesundheitsdienste;-295235.40625;-2147483648;0.0;0.0;07 Gesundheitsdienste;153000700;minus;2015
3807;PB07 Gesundheitsdienste;295235.40625;-2147483648;0.0;0.0;07 Gesundheitsdienste;153000700;plus;2015
3808;PB07 Gesundheitsdienste;0.0;1598000937;336187.21875;338531.125;07 Gesundheitsdienste;153000700;plus;2015
3809;Gesundheitsförderung;0.0;1710384349;2416301.5;2378528.5;07 Gesundheitsdienste;153000701;plus;2015
3810;Gesundheitsförderung;0.0;3095540;-122603.578125;0.0;07 Gesundheitsdienste;153000701;minus;2015
3811;Gesundheitsförderung;-175975.84375;401621896;0.0;0.0;07 Gesundheitsdienste;153000701;minus;2015
3812;Gesundheitsförderung;0.0;2636440;0.0;-108182.828125;07 Gesundheitsdienste;153000701;minus;2015
3813;Gesundheitsförderung;2328514.75;-2147483648;0.0;0.0;07 Gesundheitsdienste;153000701;plus;2015
3814;Gutachten und Stellungnahmen;0.0;1709832237;1527210.625;1532302.125;07 Gesundheitsdienste;153000702;plus;2015
3815;Gutachten und Stellungnahmen;0.0;97112540;-326332.3125;-324959.0625;07 Gesundheitsdienste;153000702;minus;2015
3816;Gutachten und Stellungnahmen;-414741.34375;779287936;0.0;0.0;07 Gesundheitsdienste;153000702;minus;2015
3817;Gutachten und Stellungnahmen;1527402.125;-2147483648;0.0;0.0;07 Gesundheitsdienste;153000702;plus;2015
3818;Gesundheitshilfe;0.0;2222340;-7844.98974609;-6822.75;07 Gesundheitsdienste;153000703;minus;2015
3819;Gesundheitshilfe;994736.75;-2147483648;0.0;0.0;07 Gesundheitsdienste;153000703;plus;2015
3820;Gesundheitshilfe;-34109.7382812;398086736;0.0;0.0;07 Gesundheitsdienste;153000703;minus;2015
3821;Gesundheitshilfe;0.0;1707799737;1014175.625;1019168.4375;07 Gesundheitsdienste;153000703;plus;2015
